Date,KOSPI_Open,KOSPI_Close,Signal,Intraday_Return,Strategy_Return,Buy_Hold_Equity,Strategy_Equity,Year
2021-07-22,3184.295035739901,3198.9841777075644,0.0,0.0046129965354326785,0.0,11098480.778400924,10795649.30472642,2021
2021-07-23,3198.217895941299,3201.2957870160435,1.0,0.0009623769157975914,0.0009623769157975914,11109161.700102478,10806038.788408333,2021
2021-07-26,3200.7165357228732,3192.328043171809,1.0,-0.002620817075627002,-0.002620817075627002,11080046.61942295,10777718.137431787,2021
2021-07-27,3221.0229774366708,3194.000375696182,0.0,-0.008389447057590926,-0.0,10987091.154913662,10777718.137431787,2021
2021-07-28,3183.6783769888334,3194.839016335092,0.0,0.0035055800318668506,0.0,11025607.282274628,10777718.137431787,2021
2021-07-29,3197.033582587177,3195.320303547464,1.0,-0.0005358964788623188,-0.0005358964788623188,11019698.698154738,10771942.396231767,2021
2021-07-30,3201.2301226678687,3196.089881169464,0.0,-0.0016057082126044175,-0.0,11002004.277454684,10771942.396231767,2021
2021-08-02,3196.0748083667327,3198.0657746123784,1.0,0.000622941065219651,0.000622941065219651,11008857.877718834,10778652.681502558,2021
2021-08-03,3199.122868816867,3202.377844562467,0.0,0.0010174588095153148,0.0,11020058.937149221,10778652.681502558,2021
2021-08-04,3192.3402259976797,3177.9236888663877,1.0,-0.004515977656105452,-0.004515977656105452,10970292.597220091,10729976.526829971,2021
2021-08-05,3178.9389038674826,3171.044403729594,0.0,-0.0024833758611354506,-0.0,10943049.237394562,10729976.526829971,2021
2021-08-06,3175.909410504269,3162.111943564524,0.0,-0.004344414514504069,-0.0,10895508.095454693,10729976.526829971,2021
2021-08-09,3165.2196727252513,3164.862367000901,0.0,-0.00011288496891037614,-0.0,10894278.156362075,10729976.526829971,2021
2021-08-10,3170.2761891481646,3166.4114340287815,0.0,-0.001219059441133874,-0.0,10880997.383721225,10729976.526829971,2021
2021-08-11,3179.8301274539035,3166.8265789988754,0.0,-0.004089384631826287,-0.0,10836500.800241293,10729976.526829971,2021
2021-08-12,3175.7282106445764,3159.4228258104936,1.0,-0.005134376669712948,-0.005134376669712948,10780862.123351209,10674884.78568405,2021
2021-08-13,3160.0985752982174,3162.5165140148324,1.0,0.0007651466114113603,0.0007651466114113603,10789111.063472984,10683052.63760502,2021
2021-08-16,3151.3993986000355,3161.4344028997784,0.0,0.003184301013765767,0.0,10823466.840770032,10683052.63760502,2021
2021-08-17,3155.7437709475994,3161.8797194527215,0.0,0.0019443747498166797,0.0,10844511.716400703,10683052.63760502,2021
2021-08-18,3159.7963775976987,3164.473300649641,1.0,0.0014801343165973257,0.0014801343165973257,10860563.050338892,10698864.990419956,2021
2021-08-19,3166.8689255870718,3167.3274010998234,0.0,0.00014477249407041093,0.0,10862135.361138698,10698864.990419956,2021
2021-08-20,3162.782291712801,3172.10583895455,1.0,0.002947894095075343,0.002947894095075343,10894155.785829708,10730404.111349223,2021
2021-08-23,3163.2011047200413,3167.153164027805,1.0,0.0012493860418378855,0.0012493860418378855,10907766.792006133,10743810.528469222,2021
2021-08-24,3155.8635423145815,3174.466927270645,0.0,0.0058948635473699,0.0,10972066.588851541,10743810.528469222,2021
2021-08-25,3158.742099709145,3175.696161699268,1.0,0.005367346068450463,0.005367346068450463,11030957.467319991,10801476.277669378,2021
2021-08-26,3173.4577655547714,3185.081677338495,1.0,0.0036628537836209674,0.0036628537836209674,11071362.251616126,10841040.50592173,2021
2021-08-27,3171.0386639244275,3185.7557813912035,1.0,0.004641103129459312,0.004641103129459312,11122745.585609479,10891354.89294036,2021
2021-08-30,3176.1934899429993,3192.670680358866,0.0,0.0051877161980338204,0.0,11180447.233050555,10891354.89294036,2021
2021-08-31,3188.8978834777604,3187.441212532564,1.0,-0.00045679447835056397,-0.00045679447835056397,11175340.066489007,10886379.782163506,2021
2021-09-01,3174.6667388670944,3193.104869902057,0.0,0.005807894986023854,0.0,11240245.268028282,10886379.782163506,2021
2021-09-02,3196.742635589411,3192.31960627897,0.0,-0.0013836050676082623,-0.0,11224693.207714278,10886379.782163506,2021
2021-09-03,3199.408692075875,3191.3820523462136,1.0,-0.0025087884988064246,-0.0025087884988064246,11196532.826492134,10859068.157772375,2021
2021-09-06,3186.1217577562575,3194.9070636477018,0.0,0.002757366654321247,0.0,11227405.772751918,10859068.157772375,2021
2021-09-07,3190.718278751431,3195.7758512185537,0.0,0.0015850890066990697,0.0,11245202.210216057,10859068.157772375,2021
2021-09-08,3200.9283664619625,3195.9972128769755,1.0,-0.0015405385627037527,-0.0015405385627037527,11227878.542565817,10842339.3445203,2021
2021-09-09,3189.151433854666,3196.6416706361365,0.0,0.0023486613717860205,0.0,11254249.027185846,10842339.3445203,2021
2021-09-13,3189.135311119641,3196.82202059563,1.0,0.0024102801311651767,0.0024102801311651767,11281374.920007257,10868472.419617748,2021
2021-09-14,3208.296998643655,3198.617712615908,0.0,-0.003016954487642165,-0.0,11247339.525315568,10868472.419617748,2021
2021-09-15,3207.1022483028814,3201.264781329502,1.0,-0.0018201686511455373,-0.0018201686511455373,11226867.470502798,10848689.96683372,2021
2021-09-16,3207.0419438396384,3200.7126639406965,1.0,-0.0019735569443048995,-0.0019735569443048995,11204710.608243596,10827279.459413065,2021
2021-09-17,3209.6008313267107,3200.572357410687,1.0,-0.0028129584925026263,-0.0028129584925026263,11173192.222382102,10796822.77170701,2021
2021-09-20,3181.587086516766,3202.6906458546396,1.0,0.006633028977049982,0.006633028977049982,11247304.330159312,10868438.410011813,2021
2021-09-21,3215.698395179859,3203.1277161959215,1.0,-0.003909159827544806,-0.003909159827544806,11203336.819903683,10825951.94719125,2021
2021-09-22,3206.895191292221,3198.981734308528,1.0,-0.0024676381707705586,-0.0024676381707705586,11175691.03832689,10799237.414931433,2021
2021-09-23,3208.682147862968,3200.181057921002,0.0,-0.00264940232476063,-0.0,11146082.13650914,10799237.414931433,2021
2021-09-24,3203.89802129664,3200.3780730065005,1.0,-0.0010986455457514532,-0.0010986455457514532,11133836.543017283,10787372.880848005,2021
2021-09-28,3200.8478068148966,3201.540979482442,0.0,0.0002165590835245812,0.0,11136247.676455151,10787372.880848005,2021
2021-09-29,3198.8967383062236,3202.8681232442827,1.0,0.0012414858193146028,0.0012414858193146028,11150073.170025844,10800765.251307236,2021
2021-09-30,3206.3958683083547,3206.946003118727,1.0,0.00017157420136726387,0.00017157420136726387,11151986.234925179,10802618.383979386,2021
2021-10-01,3203.946726987401,3209.456439900698,0.0,0.001719664333644566,0.0,11171163.907902675,10802618.383979386,2021
2021-10-04,3217.812671515868,3206.830892016536,0.0,-0.0034128088302164405,-0.0,11133038.86107399,10802618.383979386,2021
2021-10-05,3191.5683974867516,3205.7242005143253,1.0,0.00443537510858949,0.00443537510858949,11182418.064521356,10850532.048667278,2021
2021-10-06,3200.5157719746203,3205.619229688795,0.0,0.0015945735243247938,0.0,11200249.252304973,10850532.048667278,2021
2021-10-07,3225.284003868689,3209.135039916041,1.0,-0.005006989751376145,-0.005006989751376145,11144169.719085824,10796203.545902623,2021
2021-10-08,3203.10750965567,3212.0877503406164,1.0,0.0028036026445805717,0.0028036026445805717,11175413.542781906,10826471.810715346,2021
2021-10-11,3209.787731151443,3210.7172476108835,1.0,0.00028958814018120727,0.00028958814018120727,11178649.810005516,10829607.028551735,2021
2021-10-12,3202.2160941355246,3211.4254357344835,1.0,0.0028759275852197064,0.0028759275852197064,11210798.797359623,10860752.194142235,2021
2021-10-13,3214.6610657436445,3211.4498480907246,1.0,-0.0009989288410960917,-0.0009989288410960917,11199600.007109214,10849903.075539509,2021
2021-10-14,3204.3564147819197,3214.3837783307267,0.0,0.0031292909560716176,0.0,11234646.81412308,10849903.075539509,2021
2021-10-18,3212.593903996953,3213.8125489547097,1.0,0.00037933364569986416,0.00037933364569986416,11238908.493657231,10854018.808828643,2021
2021-10-19,3221.996842732401,3216.2526084597675,1.0,-0.0017828180948067374,-0.0017828180948067374,11218871.564228863,10834668.067694891,2021
2021-10-20,3209.5104094543894,3218.233969915115,1.0,0.00271803463700504,0.00271803463700504,11249364.845728546,10864117.070783338,2021
2021-10-21,3225.847775194331,3219.4429715660885,1.0,-0.001985463690349354,-0.001985463690349354,11227029.64028786,10842546.760811592,2021
2021-10-22,3227.3843327390778,3218.66984683017,1.0,-0.0027001698621718084,-0.0027001698621718084,11196714.753211446,10813270.04281886,2021
2021-10-25,3228.8565129455783,3218.755559596873,1.0,-0.0031283376353848924,-0.0031283376353848924,11161687.649056304,10779442.48318233,2021
2021-10-26,3220.1126609231037,3220.5444213906558,1.0,0.00013408241046697356,0.00013408241046697356,11163184.23504117,10780887.816813964,2021
2021-10-27,3251.860277906574,3221.331089305823,1.0,-0.009388222737664709,-0.009388222737664709,11058381.774981016,10679674.440679938,2021
2021-10-28,3231.522095849998,3220.826166265049,1.0,-0.0033098735727925543,-0.0033098735727925543,11021779.929386156,10644326.068482703,2021
2021-10-29,3223.96528932562,3221.2057766687003,1.0,-0.000855937458773548,-0.000855937458773548,11012345.975082235,10635215.19107729,2021
2021-11-01,3212.7411783210046,3221.389889943648,0.0,0.002692003850482516,0.0,11041991.252850004,10635215.19107729,2021
2021-11-02,3220.451894083195,3221.6832898767525,0.0,0.0003823673925451576,0.0,11046213.350253861,10635215.19107729,2021
2021-11-03,3235.46881123889,3221.6227040313865,1.0,-0.00427947478875601,-0.00427947478875601,10998941.35871023,10589702.055794079,2021
2021-11-05,3238.145130624474,3222.679470476854,1.0,-0.004776086161597526,-0.004776086161597526,10946409.467094671,10539124.72634996,2021
2021-11-08,3236.9720130046458,3222.7309269236775,1.0,-0.004399508560393506,-0.004399508560393506,10898250.644938616,10492757.756897328,2021
2021-11-09,3230.322317515118,3223.43203037473,0.0,-0.0021330029833332986,-0.0,10875004.643799849,10492757.756897328,2021
2021-11-10,3211.2894243900096,3225.6397200662627,1.0,0.004468702063184171,0.004468702063184171,10923601.799488734,10539646.765134068,2021
2021-11-11,3230.353945595297,3227.998797598774,1.0,-0.000729068094762142,-0.000729068094762142,10915637.74993684,10531962.644947546,2021
2021-11-12,3215.9770614477,3228.9325309519745,0.0,0.004028470743644652,0.0,10959611.077260682,10531962.644947546,2021
2021-11-15,3214.523698576491,3229.238547249202,1.0,0.004577613995885965,0.004577613995885965,11009779.946317418,10580173.904555205,2021
2021-11-16,3231.55544857864,3229.315192370952,1.0,-0.000693243932631149,-0.000693243932631149,11002147.483170029,10572839.26318969,2021
2021-11-17,3234.3839201420765,3230.3464637570264,1.0,-0.001248292251240457,-0.001248292251240457,10988413.587719783,10559641.26986384,2021
2021-11-18,3239.1011268035763,3231.164443576796,1.0,-0.0024502733678500865,-0.0024502733678500865,10961488.970550872,10533767.262086242,2021
2021-11-19,3235.9834304074434,3231.8103080385317,1.0,-0.0012895994243042885,-0.0012895994243042885,10947353.040684933,10520182.921889301,2021
2021-11-23,3236.9642632435284,3228.871701596284,1.0,-0.0025000466452896886,-0.0025000466452896886,10919984.147440767,10493881.973867599,2021
2021-11-24,3219.3337509935272,3229.5113292598544,1.0,0.0031613927146219023,0.0031613927146219023,10954506.505768273,10527057.255887887,2021
2021-11-25,3228.4942590823625,3230.598267422534,0.0,0.000651699576126541,0.0,10961645.553014759,10527057.255887887,2021
2021-11-26,3215.991600793111,3231.0840734795033,1.0,0.0046929453057869,0.0046929453057869,11013087.95605648,10576460.159820655,2021
2021-11-29,3211.664911217587,3231.13409307311,1.0,0.006062021535161222,0.006062021535161222,11079849.532414718,10640574.889075262,2021
2021-11-30,3238.31344080479,3233.4296337742862,0.0,-0.0015081328968853391,-0.0,11063139.646842344,10640574.889075262,2021
2021-12-01,3226.12410957588,3234.717625256802,0.0,0.002663727553262607,0.0,11092608.83674523,10640574.889075262,2021
2021-12-02,3243.1844841054785,3235.673095300532,1.0,-0.0023160535090614998,-0.0023160535090614998,11066917.76112424,10615930.748264987,2021
2021-12-03,3246.4318466144964,3236.5330860876834,0.0,-0.0030491200784442674,-0.0,11033173.399972305,10615930.748264987,2021
2021-12-06,3230.5197630518924,3236.211711940671,1.0,0.0017619297531867861,0.0017619297531867861,11052613.076457785,10634635.272508126,2021
2021-12-07,3241.9428269743366,3238.1814655653807,1.0,-0.0011602183041785619,-0.0011602183041785619,11039789.632457474,10622296.774006698,2021
2021-12-08,3231.758629172089,3237.0323522479353,0.0,0.0016318431173176773,0.0,11057804.837185835,10622296.774006698,2021
2021-12-09,3219.106843341441,3237.399743648594,0.0,0.005682601167771306,0.0,11120641.931866614,10622296.774006698,2021
2021-12-10,3238.5973491515883,3238.262847712238,1.0,-0.00010328589919894604,-0.00010328589919894604,11119493.326365013,10621199.640532836,2021
2021-12-13,3233.688407540313,3239.4179911243377,0.0,0.001771841582096867,0.0,11139195.307012515,10621199.640532836,2021
2021-12-14,3235.1410943485616,3240.8380956576707,1.0,0.0017609746044959795,0.0017609746044959795,11158811.147062683,10639903.303369096,2021
2021-12-15,3260.0433973425975,3242.3621627541074,0.0,-0.00542361939196967,-0.0,11098290.002534147,10639903.303369096,2021
2021-12-16,3227.520019914348,3243.8625346310723,0.0,0.0050634898051409305,0.0,11154486.080816478,10639903.303369096,2021
2021-12-17,3247.588478625942,3244.3513382332217,1.0,-0.0009967828171659754,-0.0009967828171659754,11143367.480756802,10629297.63057999,2021
2021-12-20,3234.6688256598777,3245.1611101852013,1.0,0.0032436966783402355,0.0032436966783402355,11179513.184839658,10663775.847997392,2021
2021-12-21,3254.00347399491,3244.947243250984,0.0,-0.002783104202654152,-0.0,11148399.434711302,10663775.847997392,2021
2021-12-22,3247.8524241023624,3244.428968682179,0.0,-0.0010540674184510435,-0.0,11136648.270099293,10663775.847997392,2021
2021-12-23,3248.1212360689415,3247.252693857239,0.0,-0.00026739833540001534,-0.0,11133670.348889934,10663775.847997392,2021
2021-12-24,3238.047807788769,3249.4521947003805,1.0,0.0035219946055704554,0.0035219946055704554,11172883.075798925,10701333.609009052,2021
2021-12-27,3241.9889707251677,3248.23410419328,1.0,0.0019263277958392333,0.0019263277958392333,11194405.711027497,10721947.885392636,2021
2021-12-28,3257.269884356554,3249.273911593987,0.0,-0.0024548081818361878,-0.0,11166925.592297275,10721947.885392636,2021
2021-12-29,3266.5353321137454,3251.2984073735315,1.0,-0.004664552252172993,-0.004664552252172993,11114836.884375876,10671934.799236145,2021
2021-12-30,3255.9832794971016,3249.4173561779585,1.0,-0.002016571571632042,-0.002016571571632042,11092423.020291515,10650414.078905694,2021
2022-01-03,3240.669072780353,3248.5687855937613,0.0,0.0024376795766531956,0.0,11119462.793343678,10650414.078905694,2022
2022-01-04,3251.871980906678,3247.801561184427,0.0,-0.00125171585663586,-0.0,11105544.385447977,10650414.078905694,2022
2022-01-05,3271.4534036704204,3249.1027572057724,1.0,-0.006832023479096949,-0.006832023479096949,11029671.045458442,10577650.199856505,2022
2022-01-06,3250.1011039158952,3248.5603391752,1.0,-0.0004740667109828234,-0.0004740667109828234,11024442.2455827,10572635.688016333,2022
2022-01-07,3262.806973889236,3248.8104163894777,0.0,-0.004289728939458004,-0.0,10977150.37664044,10572635.688016333,2022
2022-01-10,3241.59484712359,3249.8459162060417,1.0,0.0025453733336764373,0.0025453733336764373,11005091.322488898,10599546.992963284,2022
2022-01-11,3249.4355966569224,3256.7046786719375,0.0,0.0022370291082223215,0.0,11029710.032115951,10599546.992963284,2022
2022-01-12,3262.7579013885315,3258.941196710784,1.0,-0.0011697786943135613,-0.0011697786943135613,11016807.712315926,10587147.868721541,2022
2022-01-13,3262.8258054880357,3258.4495809684036,1.0,-0.0013412375592566361,-0.0013412375592566361,11002031.556029059,10572947.988354607,2022
2022-01-14,3250.957864347702,3260.6300531813554,1.0,0.0029751812349601003,0.0029751812349601003,11034764.593860995,10604404.424807766,2022
2022-01-17,3252.71144233347,3260.0924411905216,1.0,0.002269183414485898,0.002269183414485898,11059804.49866014,10628467.763449041,2022
2022-01-18,3269.7581367274265,3262.7168002311478,1.0,-0.0021534731933799955,-0.0021534731933799955,11035987.50614825,10605579.643033748,2022
2022-01-19,3274.379878795436,3262.5618052788045,1.0,-0.0036092554786218978,-0.0036092554786218978,10996155.807779681,10567301.396603169,2022
2022-01-20,3277.3621907292854,3265.2446887904816,0.0,-0.0036973337805265016,-0.0,10955499.349455647,10567301.396603169,2022
2022-01-21,3282.9155120786477,3264.6631316841326,0.0,-0.005559808142293066,-0.0,10894588.874969658,10567301.396603169,2022
2022-01-24,3265.9815930158443,3265.511429277508,0.0,-0.00014395786532961363,-0.0,10893020.513211573,10567301.396603169,2022
2022-01-25,3262.4627552110455,3265.157262934299,1.0,0.0008259121790585855,0.0008259121790585855,10902017.19152017,10576029.059526406,2022
2022-01-26,3278.390856562032,3264.3994055373855,1.0,-0.004267780028925139,-0.004267780028925139,10855489.780275203,10530892.893920828,2022
2022-01-27,3271.3826343567353,3265.107884631099,1.0,-0.0019180727010462695,-0.0019180727010462695,10834668.161671171,10510693.875743356,2022
2022-01-28,3255.4844173969805,3265.1399419213444,1.0,0.0029659255847658272,0.0029659255847658272,10866802.98117432,10541867.811623065,2022
2022-01-31,3255.0150466307036,3267.1402827292563,0.0,0.0037250937168795684,0.0,10907282.84068206,10541867.811623065,2022
